InvoiceID,PartyName,InvoiceDate,Amount,RepurchaseWithin1Month,TimeSinceLastPurchase,AveragePurchaseAmount,TotalNumberOfPurchases
277,ABC Shipping,2023-02-15 14:56:23.260382,143.39083497450042,1,0.0,572.6334164979063,30
186,ABC Shipping,2023-02-17 14:56:23.260382,322.5079669628593,1,2.0,572.6334164979063,31
206,ABC Shipping,2023-02-17 14:56:23.260382,403.30285878815766,1,0.0,572.6334164979063,32
631,ABC Shipping,2023-02-18 14:56:23.260382,443.7456756876063,1,1.0,572.6334164979063,33
676,ABC Shipping,2023-02-18 14:56:23.260382,986.2027655720574,1,0.0,572.6334164979063,34
893,ABC Shipping,2023-02-18 14:56:23.260382,158.68413213444285,1,0.0,572.6334164979063,35
958,ABC Shipping,2023-02-20 14:56:23.260382,513.3386774558926,1,2.0,572.6334164979063,36
227,ABC Shipping,2023-02-23 14:56:23.260382,942.9451230654654,1,3.0,572.6334164979063,37
644,ABC Shipping,2023-02-23 14:56:23.260382,624.1803923865218,1,0.0,572.6334164979063,38
7,ABC Shipping,2023-02-24 14:56:23.260382,884.3831255371387,1,1.0,572.6334164979063,39
426,ABC Shipping,2023-02-27 14:56:23.260382,399.70172175237815,1,3.0,572.6334164979063,40
804,ABC Shipping,2023-02-28 14:56:23.260382,649.2026345298772,1,1.0,572.6334164979063,41
925,ABC Shipping,2023-03-01 14:56:23.260382,904.5907390070834,1,1.0,572.6334164979063,42
927,ABC Shipping,2023-03-01 14:56:23.260382,236.8938549000456,1,0.0,572.6334164979063,43
120,ABC Shipping,2023-03-04 14:56:23.260382,405.50517328852544,1,3.0,572.6334164979063,44
944,ABC Shipping,2023-03-06 14:56:23.260382,603.7801152745443,1,2.0,572.6334164979063,45
153,ABC Shipping,2023-03-07 14:56:23.260382,516.3606610653846,1,1.0,572.6334164979063,46
666,ABC Shipping,2023-03-07 14:56:23.260382,927.033880275599,1,0.0,572.6334164979063,47
973,ABC Shipping,2023-03-07 14:56:23.260382,658.8357107305881,1,0.0,572.6334164979063,48
752,ABC Shipping,2023-03-08 14:56:23.260382,152.69583631958128,1,1.0,572.6334164979063,49
866,ABC Shipping,2023-03-08 14:56:23.260382,864.9778343325958,1,0.0,572.6334164979063,50
140,ABC Shipping,2023-03-12 14:56:23.260382,692.8369979507885,1,4.0,572.6334164979063,51
845,ABC Shipping,2023-03-13 14:56:23.260382,974.8047966683833,1,1.0,572.6334164979063,52
73,ABC Shipping,2023-03-15 14:56:23.260382,817.8031905734694,1,2.0,572.6334164979063,53
539,ABC Shipping,2023-03-16 14:56:23.260382,997.0271684676791,1,1.0,572.6334164979063,54
547,ABC Shipping,2023-03-16 14:56:23.260382,897.94379371642,1,0.0,572.6334164979063,55
749,ABC Shipping,2023-03-20 14:56:23.260382,842.5444691620559,1,4.0,572.6334164979063,56
938,ABC Shipping,2023-03-20 14:56:23.260382,671.2041459285473,1,0.0,572.6334164979063,57
331,ABC Shipping,2023-03-21 14:56:23.260382,934.331090316676,1,1.0,572.6334164979063,58
138,ABC Shipping,2023-03-22 14:56:23.260382,263.9061241198293,1,1.0,572.6334164979063,59
840,ABC Shipping,2023-03-23 14:56:23.260382,330.877056199823,1,1.0,572.6334164979063,60
363,ABC Shipping,2023-03-24 14:56:23.260382,641.450638131698,1,1.0,572.6334164979063,61
22,ABC Shipping,2023-03-26 14:56:23.260382,483.5631720123757,1,2.0,572.6334164979063,62
817,ABC Shipping,2023-03-26 14:56:23.260382,783.4584361761673,1,0.0,572.6334164979063,63
886,ABC Shipping,2023-03-29 14:56:23.260382,891.6236694563763,1,3.0,572.6334164979063,64
693,ABC Shipping,2023-03-30 14:56:23.260382,885.9906242747269,1,1.0,572.6334164979063,65
64,ABC Shipping,2023-04-02 14:56:23.260382,205.57737006615503,1,3.0,572.6334164979063,66
706,ABC Shipping,2023-04-03 14:56:23.260382,599.5764543720577,1,1.0,572.6334164979063,67
479,ABC Shipping,2023-04-05 14:56:23.260382,937.5356931795246,1,2.0,572.6334164979063,68
648,ABC Shipping,2023-04-06 14:56:23.260382,215.28617172958002,1,1.0,572.6334164979063,69
155,ABC Shipping,2023-04-08 14:56:23.260382,754.4521627896772,1,2.0,572.6334164979063,70
503,ABC Shipping,2023-04-14 14:56:23.260382,552.3094688170981,1,6.0,572.6334164979063,71
352,ABC Shipping,2023-04-19 14:56:23.260382,738.1416355501894,1,5.0,572.6334164979063,72
936,ABC Shipping,2023-04-22 14:56:23.260382,985.699287132848,1,3.0,572.6334164979063,73
136,ABC Shipping,2023-04-23 14:56:23.260382,978.2787302372182,1,1.0,572.6334164979063,74
318,ABC Shipping,2023-04-24 14:56:23.260382,622.1551323045991,1,1.0,572.6334164979063,75
63,ABC Shipping,2023-04-25 14:56:23.260382,533.370116361295,1,1.0,572.6334164979063,76
384,ABC Shipping,2023-04-27 14:56:23.260382,763.1863704497639,1,2.0,572.6334164979063,77
36,ABC Shipping,2023-04-28 14:56:23.260382,477.75458523351006,1,1.0,572.6334164979063,78
633,ABC Shipping,2023-04-28 14:56:23.260382,209.24777634346577,1,0.0,572.6334164979063,79
688,ABC Shipping,2023-04-28 14:56:23.260382,631.3129214128955,1,0.0,572.6334164979063,80
38,ABC Shipping,2023-04-29 14:56:23.260382,457.83495816651487,1,1.0,572.6334164979063,81
726,ABC Shipping,2023-05-01 14:56:23.260382,503.7495678590883,1,2.0,572.6334164979063,82
771,ABC Shipping,2023-05-03 14:56:23.260382,807.0864562722088,1,2.0,572.6334164979063,83
713,ABC Shipping,2023-05-04 14:56:23.260382,104.70665218862146,1,1.0,572.6334164979063,84
890,ABC Shipping,2023-05-05 14:56:23.260382,986.4906905267876,1,1.0,572.6334164979063,85
856,ABC Shipping,2023-05-07 14:56:23.260382,874.1257240144914,1,2.0,572.6334164979063,86
776,ABC Shipping,2023-05-08 14:56:23.260382,614.6850441044679,1,1.0,572.6334164979063,87
122,ABC Shipping,2023-05-11 14:56:23.260382,172.1033617462076,1,3.0,572.6334164979063,88
378,ABC Shipping,2023-05-11 14:56:23.260382,700.7949093623234,1,0.0,572.6334164979063,89
247,ABC Shipping,2023-05-12 14:56:23.260382,126.97623088541016,1,1.0,572.6334164979063,90
288,ABC Shipping,2023-05-13 14:56:23.260382,827.0613477471327,1,1.0,572.6334164979063,91
682,ABC Shipping,2023-05-13 14:56:23.260382,836.0067968712506,1,0.0,572.6334164979063,92
533,ABC Shipping,2023-05-14 14:56:23.260382,209.24644548018603,1,1.0,572.6334164979063,93
414,ABC Shipping,2023-05-15 14:56:23.260382,303.9907620042892,1,1.0,572.6334164979063,94
617,ABC Shipping,2023-05-15 14:56:23.260382,797.1881780630637,1,0.0,572.6334164979063,95
921,ABC Shipping,2023-05-15 14:56:23.260382,985.1693254436999,1,0.0,572.6334164979063,96
650,ABC Shipping,2023-05-17 14:56:23.260382,935.2752762934448,1,2.0,572.6334164979063,97
611,ABC Shipping,2023-05-20 14:56:23.260382,110.89762771139871,1,3.0,572.6334164979063,98
162,ABC Shipping,2023-05-21 14:56:23.260382,880.3283465102037,1,1.0,572.6334164979063,99
665,ABC Shipping,2023-05-22 14:56:23.260382,861.8629048212503,1,1.0,572.6334164979063,100
149,ABC Shipping,2023-06-02 14:56:23.260382,712.2054181881622,1,11.0,572.6334164979063,101
953,ABC Shipping,2023-06-02 14:56:23.260382,586.71437948699,1,0.0,572.6334164979063,102
427,ABC Shipping,2023-06-03 14:56:23.260382,702.5382596783711,1,1.0,572.6334164979063,103
656,ABC Shipping,2023-06-03 14:56:23.260382,948.7682539702369,1,0.0,572.6334164979063,104
469,ABC Shipping,2023-06-06 14:56:23.260382,374.97187959222117,1,3.0,572.6334164979063,105
894,ABC Shipping,2023-06-06 14:56:23.260382,517.5382391310995,1,0.0,572.6334164979063,106
289,ABC Shipping,2023-06-09 14:56:23.260382,786.0566212989542,1,3.0,572.6334164979063,107
293,ABC Shipping,2023-06-11 14:56:23.260382,208.18814983354758,1,2.0,572.6334164979063,108
820,ABC Shipping,2023-06-11 14:56:23.260382,158.82954180794673,1,0.0,572.6334164979063,109
933,ABC Shipping,2023-06-16 14:56:23.260382,554.6860962189744,1,5.0,572.6334164979063,110
506,ABC Shipping,2023-06-17 14:56:23.260382,430.7809800623783,1,1.0,572.6334164979063,111
582,ABC Shipping,2023-06-20 14:56:23.260382,513.5020915653879,1,3.0,572.6334164979063,112
254,ABC Shipping,2023-06-21 14:56:23.260382,705.3419064026136,1,1.0,572.6334164979063,113
489,ABC Shipping,2023-06-21 14:56:23.260382,462.6821608886453,1,0.0,572.6334164979063,114
647,ABC Shipping,2023-06-22 14:56:23.260382,690.8307465983523,1,1.0,572.6334164979063,115
843,ABC Shipping,2023-06-22 14:56:23.260382,608.7972291144489,1,0.0,572.6334164979063,116
499,ABC Shipping,2023-06-23 14:56:23.260382,538.3557269370424,1,1.0,572.6334164979063,117
705,ABC Shipping,2023-06-23 14:56:23.260382,283.6320711660089,1,0.0,572.6334164979063,118
950,ABC Shipping,2023-06-24 14:56:23.260382,268.670749687824,1,1.0,572.6334164979063,119
404,ABC Shipping,2023-06-26 14:56:23.260382,215.5548605087127,1,2.0,572.6334164979063,120
962,ABC Shipping,2023-06-27 14:56:23.260382,401.68724263378544,1,1.0,572.6334164979063,121
137,ABC Shipping,2023-06-29 14:56:23.260382,403.20621259399616,1,2.0,572.6334164979063,122
880,ABC Shipping,2023-06-29 14:56:23.260382,248.2357180890663,1,0.0,572.6334164979063,123
301,ABC Shipping,2023-06-30 14:56:23.260382,503.8242603602776,1,1.0,572.6334164979063,124
68,ABC Shipping,2023-07-01 14:56:23.260382,280.472254030303,1,1.0,572.6334164979063,125
545,ABC Shipping,2023-07-01 14:56:23.260382,483.4750455013343,1,0.0,572.6334164979063,126
984,ABC Shipping,2023-07-02 14:56:23.260382,257.3932934583635,1,1.0,572.6334164979063,127
646,ABC Shipping,2023-07-04 14:56:23.260382,830.5928092811238,1,2.0,572.6334164979063,128
795,ABC Shipping,2023-07-09 14:56:23.260382,534.6719848768197,1,5.0,572.6334164979063,129
947,ABC Shipping,2023-07-09 14:56:23.260382,901.2322477160219,1,0.0,572.6334164979063,130
441,ABC Shipping,2023-07-10 14:56:23.260382,505.3338426323666,1,1.0,572.6334164979063,131
306,ABC Shipping,2023-07-11 14:56:23.260382,643.1037340432401,1,1.0,572.6334164979063,132
663,ABC Shipping,2023-07-12 14:56:23.260382,834.3522450717555,1,1.0,572.6334164979063,133
765,ABC Shipping,2023-07-15 14:56:23.260382,762.0968028152708,1,3.0,572.6334164979063,134
912,ABC Shipping,2023-07-15 14:56:23.260382,923.5810615663389,1,0.0,572.6334164979063,135
495,ABC Shipping,2023-07-16 14:56:23.260382,840.2325072709249,1,1.0,572.6334164979063,136
302,ABC Shipping,2023-07-17 14:56:23.260382,313.7897177868947,1,1.0,572.6334164979063,137
874,ABC Shipping,2023-07-17 14:56:23.260382,825.7632555095555,1,0.0,572.6334164979063,138
359,ABC Shipping,2023-07-18 14:56:23.260382,595.2038879406356,1,1.0,572.6334164979063,139
375,ABC Shipping,2023-07-18 14:56:23.260382,347.32543199332247,1,0.0,572.6334164979063,140
179,ABC Shipping,2023-07-19 14:56:23.260382,918.1292685990769,1,1.0,572.6334164979063,141
462,ABC Shipping,2023-07-21 14:56:23.260382,132.5443424722859,1,2.0,572.6334164979063,142
125,ABC Shipping,2023-07-22 14:56:23.260382,835.5679929662443,1,1.0,572.6334164979063,143
810,ABC Shipping,2023-07-24 14:56:23.260382,151.3492490361289,1,2.0,572.6334164979063,144
831,ABC Shipping,2023-07-26 14:56:23.260382,697.4107175580302,1,2.0,572.6334164979063,145
777,ABC Shipping,2023-07-27 14:56:23.260382,628.9924247759784,1,1.0,572.6334164979063,146
204,ABC Shipping,2023-07-31 14:56:23.260382,252.78211457878666,1,4.0,572.6334164979063,147
671,ABC Shipping,2023-08-01 14:56:23.260382,755.6416094454519,1,1.0,572.6334164979063,148
531,ABC Shipping,2023-08-02 14:56:23.260382,315.26209379433305,1,1.0,572.6334164979063,149
132,ABC Shipping,2023-08-03 14:56:23.260382,322.39291060913183,1,1.0,572.6334164979063,150
134,ABC Shipping,2023-08-03 14:56:23.260382,884.6052099329816,1,0.0,572.6334164979063,151
492,ABC Shipping,2023-08-06 14:56:23.260382,411.489753884007,1,3.0,572.6334164979063,152
744,ABC Shipping,2023-08-08 14:56:23.260382,604.5940849745539,1,2.0,572.6334164979063,153
625,ABC Shipping,2023-08-09 14:56:23.260382,118.85046492782153,1,1.0,572.6334164979063,154
58,ABC Shipping,2023-08-13 14:56:23.260382,218.1203899141488,1,4.0,572.6334164979063,155
117,ABC Shipping,2023-08-13 14:56:23.260382,883.8722113714771,1,0.0,572.6334164979063,156
967,ABC Shipping,2023-08-14 14:56:23.260382,315.8867014803502,1,1.0,572.6334164979063,157
3,ABC Shipping,2023-08-20 14:56:23.260382,623.953414158646,1,6.0,572.6334164979063,158
455,ABC Shipping,2023-08-22 14:56:23.260382,661.2271192024838,1,2.0,572.6334164979063,159
634,ABC Shipping,2023-08-23 14:56:23.260382,653.51167123498,1,1.0,572.6334164979063,160
867,ABC Shipping,2023-08-23 14:56:23.260382,702.1201035961975,1,0.0,572.6334164979063,161
31,ABC Shipping,2023-08-25 14:56:23.260382,345.9335742983884,1,2.0,572.6334164979063,162
75,ABC Shipping,2023-08-30 14:56:23.260382,509.6981341736211,1,5.0,572.6334164979063,163
534,ABC Shipping,2023-08-30 14:56:23.260382,372.947632810836,1,0.0,572.6334164979063,164
601,ABC Shipping,2023-08-30 14:56:23.260382,566.5672197506836,1,0.0,572.6334164979063,165
263,ABC Shipping,2023-08-31 14:56:23.260382,656.0625161810924,1,1.0,572.6334164979063,166
770,ABC Shipping,2023-08-31 14:56:23.260382,672.5596282374095,1,0.0,572.6334164979063,167
803,ABC Shipping,2023-09-04 14:56:23.260382,243.0173509024182,1,4.0,572.6334164979063,168
881,ABC Shipping,2023-09-04 14:56:23.260382,397.1935583843478,1,0.0,572.6334164979063,169
261,ABC Shipping,2023-09-06 14:56:23.260382,714.9232254606812,1,2.0,572.6334164979063,170
337,ABC Shipping,2023-09-06 14:56:23.260382,331.09891094845716,1,0.0,572.6334164979063,171
210,ABC Shipping,2023-09-08 14:56:23.260382,655.4304879436271,1,2.0,572.6334164979063,172
685,ABC Shipping,2023-09-09 14:56:23.260382,856.63272521008,1,1.0,572.6334164979063,173
230,ABC Shipping,2023-09-13 14:56:23.260382,506.9791254550918,1,4.0,572.6334164979063,174
199,ABC Shipping,2023-09-16 14:56:23.260382,217.78629464651485,1,3.0,572.6334164979063,175
813,ABC Shipping,2023-09-16 14:56:23.260382,322.2809191647998,1,0.0,572.6334164979063,176
16,ABC Shipping,2023-09-19 14:56:23.260382,539.7788713641992,1,3.0,572.6334164979063,177
997,ABC Shipping,2023-09-19 14:56:23.260382,944.4743366036344,1,0.0,572.6334164979063,178
853,ABC Shipping,2023-09-20 14:56:23.260382,605.1005094542725,1,1.0,572.6334164979063,179
808,ABC Shipping,2023-09-22 14:56:23.260382,960.9531589751122,1,2.0,572.6334164979063,180
759,ABC Shipping,2023-09-27 14:56:23.260382,232.70727403565556,1,5.0,572.6334164979063,181
797,ABC Shipping,2023-09-28 14:56:23.260382,172.54136238141217,1,1.0,572.6334164979063,182
88,ABC Shipping,2023-09-29 14:56:23.260382,317.8405142762747,1,1.0,572.6334164979063,183
8,ABC Shipping,2023-09-30 14:56:23.260382,976.1400722596572,1,1.0,572.6334164979063,184
966,ABC Shipping,2023-10-05 14:56:23.260382,190.57373067118,1,5.0,572.6334164979063,185
846,ABC Shipping,2023-10-07 14:56:23.260382,647.6745454268199,1,2.0,572.6334164979063,186
862,ABC Shipping,2023-10-09 14:56:23.260382,512.4705773757908,1,2.0,572.6334164979063,187
229,ABC Shipping,2023-10-11 14:56:23.260382,209.8989226090241,1,2.0,572.6334164979063,188
739,ABC Shipping,2023-10-11 14:56:23.260382,532.8756008975114,1,0.0,572.6334164979063,189
799,ABC Shipping,2023-10-16 14:56:23.260382,546.8150371197698,1,5.0,572.6334164979063,190
942,ABC Shipping,2023-10-16 14:56:23.260382,246.0100652042314,1,0.0,572.6334164979063,191
772,ABC Shipping,2023-10-20 14:56:23.260382,206.50257183104858,1,4.0,572.6334164979063,192
801,ABC Shipping,2023-10-21 14:56:23.260382,756.5574057871571,1,1.0,572.6334164979063,193
725,ABC Shipping,2023-10-22 14:56:23.260382,431.4785774561635,1,1.0,572.6334164979063,194
244,ABC Shipping,2023-10-24 14:56:23.260382,539.9619222312282,1,2.0,572.6334164979063,195
627,ABC Shipping,2023-10-25 14:56:23.260382,971.0740313605274,1,1.0,572.6334164979063,196
159,ABC Shipping,2023-10-29 14:56:23.260382,433.9348866861424,1,4.0,572.6334164979063,197
417,ABC Shipping,2023-10-29 14:56:23.260382,567.1538118174433,1,0.0,572.6334164979063,198
913,ABC Shipping,2023-10-31 14:56:23.260382,579.725980521526,1,2.0,572.6334164979063,199
60,ABC Shipping,2023-11-04 14:56:23.260382,928.7630630341182,1,4.0,572.6334164979063,200
380,ABC Shipping,2023-11-05 14:56:23.260382,661.4733922089157,1,1.0,572.6334164979063,201
385,ABC Shipping,2023-11-05 14:56:23.260382,876.5173697889057,1,0.0,572.6334164979063,202
930,ABC Shipping,2023-11-05 14:56:23.260382,175.11767649044498,1,0.0,572.6334164979063,203
416,ABC Shipping,2023-11-08 14:56:23.260382,162.48145847148402,1,3.0,572.6334164979063,204
781,ABC Shipping,2023-11-09 14:56:23.260382,123.57703767885832,1,1.0,572.6334164979063,205
832,ABC Shipping,2023-11-09 14:56:23.260382,967.0549907921953,1,0.0,572.6334164979063,206
835,ABC Shipping,2023-11-11 14:56:23.260382,147.0320913574214,1,2.0,572.6334164979063,207
353,ABC Shipping,2023-11-12 14:56:23.260382,196.18923078526944,1,1.0,572.6334164979063,208
213,ABC Shipping,2023-11-16 14:56:23.260382,250.8572946594859,1,4.0,572.6334164979063,209
279,ABC Shipping,2023-11-16 14:56:23.260382,466.2171646505835,1,0.0,572.6334164979063,210
573,ABC Shipping,2023-11-18 14:56:23.260382,859.9213744656544,1,2.0,572.6334164979063,211
181,ABC Shipping,2023-11-19 14:56:23.260382,313.7889924314899,1,1.0,572.6334164979063,212
591,ABC Shipping,2023-11-19 14:56:23.260382,856.7844214833303,1,0.0,572.6334164979063,213
733,ABC Shipping,2023-11-19 14:56:23.260382,102.89643724385081,1,0.0,572.6334164979063,214
468,ABC Shipping,2023-11-25 14:56:23.260382,598.4220166411387,1,6.0,572.6334164979063,215
669,ABC Shipping,2023-11-26 14:56:23.260382,514.485547546726,1,1.0,572.6334164979063,216
39,ABC Shipping,2023-11-27 14:56:23.260382,346.793682113803,1,1.0,572.6334164979063,217
255,ABC Shipping,2023-11-27 14:56:23.260382,499.375197374114,1,0.0,572.6334164979063,218
577,ABC Shipping,2023-11-27 14:56:23.260382,392.20833420105396,1,0.0,572.6334164979063,219
732,ABC Shipping,2023-11-27 14:56:23.260382,726.0563318471262,1,0.0,572.6334164979063,220
793,ABC Shipping,2023-11-27 14:56:23.260382,822.3789788161394,1,0.0,572.6334164979063,221
193,ABC Shipping,2023-11-28 14:56:23.260382,451.9733829865846,1,1.0,572.6334164979063,222
471,ABC Shipping,2023-11-29 14:56:23.260382,502.4822864543521,1,1.0,572.6334164979063,223
553,ABC Shipping,2023-11-29 14:56:23.260382,760.2529425052618,1,0.0,572.6334164979063,224
654,ABC Shipping,2023-11-29 14:56:23.260382,495.46449072500695,1,0.0,572.6334164979063,225
767,ABC Shipping,2023-12-01 14:56:23.260382,939.8019982092019,1,2.0,572.6334164979063,226
322,ABC Shipping,2023-12-04 14:56:23.260382,831.6871648444841,1,3.0,572.6334164979063,227
332,ABC Shipping,2023-12-06 14:56:23.260382,154.24065126060475,1,2.0,572.6334164979063,228
389,ABC Shipping,2023-12-08 14:56:23.260382,677.7743503989394,1,2.0,572.6334164979063,229
555,ABC Shipping,2023-12-09 14:56:23.260382,109.92813798578248,1,1.0,572.6334164979063,230
923,ABC Shipping,2023-12-09 14:56:23.260382,281.814101562241,1,0.0,572.6334164979063,231
443,ABC Shipping,2023-12-10 14:56:23.260382,412.81437181508386,1,1.0,572.6334164979063,232
637,ABC Shipping,2023-12-12 14:56:23.260382,577.2719199242424,1,2.0,572.6334164979063,233
299,ABC Shipping,2023-12-19 14:56:23.260382,725.920486020876,1,7.0,572.6334164979063,234
100,ABC Shipping,2023-12-21 14:56:23.260382,129.8827979122299,1,2.0,572.6334164979063,235
275,ABC Shipping,2023-12-21 14:56:23.260382,692.0607741427324,1,0.0,572.6334164979063,236
934,ABC Shipping,2023-12-22 14:56:23.260382,970.4139537332534,1,1.0,572.6334164979063,237
502,ABC Shipping,2023-12-23 14:56:23.260382,257.35476453437127,1,1.0,572.6334164979063,238
738,ABC Shipping,2023-12-25 14:56:23.260382,629.3820402535515,1,2.0,572.6334164979063,239
816,ABC Shipping,2023-12-26 14:56:23.260382,344.7547535157679,1,1.0,572.6334164979063,240
83,ABC Shipping,2023-12-27 14:56:23.260382,874.1101574702841,1,1.0,572.6334164979063,241
32,ABC Shipping,2023-12-28 14:56:23.260382,955.7772060253693,1,1.0,572.6334164979063,242
493,ABC Shipping,2023-12-30 14:56:23.260382,978.0491807739234,1,2.0,572.6334164979063,243
838,ABC Shipping,2023-12-30 14:56:23.260382,757.7388684826568,1,0.0,572.6334164979063,244
945,ABC Shipping,2023-12-31 14:56:23.260382,574.6596599104087,1,1.0,572.6334164979063,245
431,ABC Shipping,2024-01-01 14:56:23.260382,757.5854592153215,1,1.0,572.6334164979063,246
166,ABC Shipping,2024-01-05 14:56:23.260382,538.0020472822325,1,4.0,572.6334164979063,247
249,ABC Shipping,2024-01-05 14:56:23.260382,734.212686462982,1,0.0,572.6334164979063,248
252,ABC Shipping,2024-01-05 14:56:23.260382,972.9208414965434,1,0.0,572.6334164979063,249
133,ABC Shipping,2024-01-07 14:56:23.260382,243.5902121018695,1,2.0,572.6334164979063,250
996,ABC Shipping,2024-01-07 14:56:23.260382,687.8465114781548,1,0.0,572.6334164979063,251
887,ABC Shipping,2024-01-12 14:56:23.260382,883.5205825414063,1,5.0,572.6334164979063,252
511,ABC Shipping,2024-01-15 14:56:23.260382,594.5765823055153,1,3.0,572.6334164979063,253
433,ABC Shipping,2024-01-18 14:56:23.260382,154.1281083407067,1,3.0,572.6334164979063,254
961,ABC Shipping,2024-01-18 14:56:23.260382,845.4243271934965,1,0.0,572.6334164979063,255
485,ABC Shipping,2024-01-19 14:56:23.260382,825.332860105859,1,1.0,572.6334164979063,256
400,ABC Shipping,2024-01-20 14:56:23.260382,485.3796534330533,1,1.0,572.6334164979063,257
703,ABC Shipping,2024-01-20 14:56:23.260382,461.3448842751594,1,0.0,572.6334164979063,258
55,LMN Maritime,2023-01-21 14:56:23.260382,860.3049053051989,0,0.0,522.2360785900436,1
148,LMN Maritime,2023-01-21 14:56:23.260382,279.5882058362306,1,0.0,522.2360785900436,2
328,LMN Maritime,2023-01-21 14:56:23.260382,682.7272427391428,1,0.0,522.2360785900436,3
195,LMN Maritime,2023-01-23 14:56:23.260382,332.3200894310148,1,2.0,522.2360785900436,4
629,LMN Maritime,2023-01-24 14:56:23.260382,792.3008330543203,1,1.0,522.2360785900436,5
787,LMN Maritime,2023-01-24 14:56:23.260382,946.6113206038065,1,0.0,522.2360785900436,6
391,LMN Maritime,2023-01-25 14:56:23.260382,592.027671442663,1,1.0,522.2360785900436,7
40,LMN Maritime,2023-01-26 14:56:23.260382,985.5798831638454,1,1.0,522.2360785900436,8
194,LMN Maritime,2023-01-27 14:56:23.260382,972.4710901017588,1,1.0,522.2360785900436,9
620,LMN Maritime,2023-01-29 14:56:23.260382,256.6984018006759,1,2.0,522.2360785900436,10
869,LMN Maritime,2023-01-29 14:56:23.260382,470.58898742605766,1,0.0,522.2360785900436,11
899,LMN Maritime,2023-01-29 14:56:23.260382,691.1020942518646,1,0.0,522.2360785900436,12
13,LMN Maritime,2023-01-30 14:56:23.260382,122.12822481292136,1,1.0,522.2360785900436,13
303,LMN Maritime,2023-01-30 14:56:23.260382,435.9266124664061,1,0.0,522.2360785900436,14
151,LMN Maritime,2023-02-01 14:56:23.260382,127.58725198522546,1,2.0,522.2360785900436,15
972,LMN Maritime,2023-02-02 14:56:23.260382,686.0328263935068,1,1.0,522.2360785900436,16
191,LMN Maritime,2023-02-03 14:56:23.260382,633.6557662914347,1,1.0,522.2360785900436,17
619,LMN Maritime,2023-02-03 14:56:23.260382,266.67601108072114,1,0.0,522.2360785900436,18
203,LMN Maritime,2023-02-04 14:56:23.260382,166.1470725970114,1,1.0,522.2360785900436,19
